"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2013-01-06","UMass Medical Center","United States","MA, United States","None","None","42.279324,-71.76525","2","0","1","0","0","0","1","0"
"2013-01-06","UNC at Charlotte","United States","NC, United States","False","False","35.3126038352,-80.7422590256","1","0","0","0","0","1","0","0"
"2013-01-06","Unidad de Genómica.SCSIE.Universidad de Valencia.","Spain","Comunitat Valenciana, Spain","True","False","39.5082458797,-0.42142868042","2","1","0","0","0","0","1","0"
"2013-01-06","Unidad Universitaria de Secuenciación Masiva de DNA - UNAM","Mexico","MO, Mexico","True","True","18.9829915642,-99.2342421412","1","0","1","0","0","0","0","0"
"2013-01-06","Uniformed Services University","United States","MD, United States","False","False","39.0022603763,-77.0861935616","1","0","1","0","0","0","0","0"
"2013-01-06","Univeristy of North Texas","United States","TX, United States","False","False","33.2119422943,-97.1490097046","1","0","0","0","0","1","0","0"
"2013-01-06","Universidad de Málaga","Spain","Andalucía, Spain","True","True","36.738351061,-4.55491662025","1","1","0","0","0","0","0","0"
"2013-01-06","Universidad de Salamanca","Spain","CL, Spain","None","None","40.969319112,-5.67611217499","1","1","0","0","0","0","0","0"
"2013-01-06","Universitaetsklinikum Muenster","Germany","North Rhine-Westphalia, Germany","True","False","51.9598172564,7.59910583496","1","0","0","0","0","1","0","0"
"2013-01-06","Universiti Institut Teknologi Mara","Malaysia","Selangor, Malaysia","None","None","3.07860330831,101.498565674","1","0","1","0","0","0","0","0"
"2013-01-06","University Emergency Hospital Bucharest","Romania","Bucharest, Romania","True","False","44.4354346058,26.0733032227","1","1","0","0","0","0","0","0"
"2013-01-06","University Medical Center Groningen, Netherlands","Netherlands","Groningen, Netherlands","None","None","53.223186,6.574438","1","0","1","0","0","0","0","0"
"2013-01-06","University of Aarhus","Denmark","Midtjylland, Denmark","None","None","56.1674958938,10.2037968641","1","0","1","0","0","0","0","0"
"2013-01-06","University of Arizona Genetics Core","United States","AZ, United States","True","None","32.2374882171,-110.947151184","1","1","0","0","0","0","0","0"
"2013-01-06","University of Arkansas CCTR","United States","AR, United States","None","None","34.7505163915,-92.320625782","1","0","1","0","0","0","0","0"
"2013-01-06","University of Birmingham","United Kingdom","Birmingham, United Kingdom","True","False","52.4507395825,-1.93441987038","4","1","0","0","1","1","1","0"
"2013-01-06","University of Bristol","United Kingdom","City of Bristol, United Kingdom","None","None","51.4566810699,-2.60375976562","1","0","1","0","0","0","0","0"
"2013-01-06","University of Calgary","Canada","AB, Canada","False","True","51.0888603424,-114.134216309","3","2","0","0","0","1","0","0"
"2013-01-06","University of California, Berkeley","United States","CA, United States","None","None","37.875666,-122.244186","5","0","2","3","0","0","0","0"
"2013-01-06","University of California, Riverside","United States","CA, United States","True","True","33.97141,-117.324715","1","0","1","0","0","0","0","0"
"2013-01-06","University of Chicago Genomics Core","United States","IL, United States","True","False","41.7385284694,-87.9125976562","4","0","0","1","1","0","2","0"
"2013-01-06","University of Cincinnati Genome Sequencing and Microarray Core","United States","OH, United States","True","None","39.1397969215,-84.5066213608","1","0","0","1","0","0","0","0"
"2013-01-06","University of Colorado, School of Medicine","United States","CO, United States","True","None","39.7444512088,-104.840533733","2","1","1","0","0","0","0","0"
"2013-01-06","University of Connecticut Health Center","United States","Farmington, CT, United States","True","False","41.729914,-72.800755","2","0","1","1","0","0","0","0"
"2013-01-06","University of Connecticut, Storrs","United States","CT, United States","None","None","41.8062534493,-72.2532176971","1","1","0","0","0","0","0","0"
"2013-01-06","University of Exeter","United Kingdom","Devon, United Kingdom","True","False","50.735124,-3.534636","2","0","1","1","0","0","0","0"
"2013-01-06","University of Florida","United States","FL, United States","True","False","29.6365157492,-82.3544597626","6","1","1","0","0","2","1","1"
"2013-01-06","University of Freiburg Core Facility Genomics","Germany","Baden-Württemberg, Germany","None","None","48.007849,7.85677","1","0","1","0","0","0","0","0"
"2013-01-06","University of Geneva","Switzerland","Genève, Switzerland","False","False","46.1940617939,6.15127086639","1","0","1","0","0","0","0","0"
"2013-01-06","University of Graz, Austria","Austria","Steiermark, Austria","None","None","47.0585326693,15.4616872074","1","1","0","0","0","0","0","0"
"2013-01-06","University of Illinois","United States","IL, United States","True","True","40.106174,-88.218498","5","2","1","2","0","0","0","0"
"2013-01-06","University of Iowa DNA Facility","United States","IA, United States","True","False","41.6621081327,-91.5458965302","5","1","0","1","1","1","1","0"
"2013-01-06","University of Kansas Medical Center","United States","KS, United States","None","None","39.0575171007,-94.6102237701","1","0","0","1","0","0","0","0"
"2013-01-06","University of Konstanz","Germany","Baden-Württemberg, Germany","None","None","47.689659167,9.1875743866","2","1","1","0","0","0","0","0"
"2013-01-06","University of Leicester","United Kingdom","Leicester, United Kingdom","True","False","52.598377,-1.100464","2","1","0","0","0","0","1","0"
"2013-01-06","University of Michigan DNA Sequencing Core/Affymetrix and Microarray Core Facility","United States","MI, United States","True","False","42.300357206,-83.7080955505","12","0","1","7","0","1","2","1"
"2013-01-06","University of Minnesota - Biomedical Genomics Center","United States","MN, United States","True","True","44.9728135638,-93.2339286804","3","1","1","1","0","0","0","0"
"2013-01-06","University of Nebraska Lincoln","United States","NE, United States","None","None","40.830924,-96.662564","1","1","0","0","0","0","0","0"
"2013-01-06","University of Nebraska Medical Center","United States","NE, United States","None","None","41.2553876677,-95.9815406799","1","0","1","0","0","0","0","0"
"2013-01-06","University of North Carolina - Chapel Hill","United States","North Carolina, United States","None","None","35.905918,-79.046831","10","0","2","6","0","1","0","1"
"2013-01-06","University of Nottingham","United Kingdom","Nottingham, United Kingdom","True","True","52.9394082472,-1.19709348626","2","1","0","0","0","0","1","0"
"2013-01-06","University of Oklahoma Advanced Center for Genome Technology","United States","Norman, Oklahoma, United States","True","True","35.1837702456,-97.439289093","1","1","0","0","0","0","0","0"
"2013-01-06","University of Oregon Highthroughput Sequencing Facility","United States","OR, United States","True","True","44.0560116958,-123.090820312","1","0","1","0","0","0","0","0"
"2013-01-06","University of Otago","New Zealand","NZ, New Zealand","None","None","-45.8691246069,170.507769585","2","1","0","0","0","0","1","0"
"2013-01-06","University of Otago","New Zealand","Dunedin, New Zealand","True","None","-45.8625800768,170.512275696","2","1","0","1","0","0","0","0"
"2013-01-06","University of Plovdiv, Plant Physiology and Molecular Biology","Bulgaria","Пловдив, Bulgaria","True","True","42.147484348,24.7507703304","1","0","1","0","0","0","0","0"
"2013-01-06","University of Rochester Functional Genomics Center","United States","Rochester, NY, United States","True","False","43.0708942107,-77.6800346375","1","0","0","0","0","0","1","0"
"2013-01-06","University of Southern Denmark","Denmark","Syddanmark, Denmark","None","None","55.2861023249,10.7539673522","1","0","1","0","0","0","0","0"
"2013-01-06","University of Tartu","Estonia","Tartu, Estonia","None","None","58.3836958244,26.7201447487","1","0","0","1","0","0","0","0"
"2013-01-06","University of Texas Genomic Sequencing and Analysis Facility","United States","TX, United States","True","False","30.2883283251,-97.7372932434","3","1","0","1","0","0","1","0"
"2013-01-06","University of the Western Cape","South Africa","Western Cape, South Africa","None","None","-33.905756,18.625946","1","0","1","0","0","0","0","0"
"2013-01-06","University of Utah","United States","UT, United States","True","False","40.765787,-111.842794","3","0","2","1","0","0","0","0"
"2013-01-06","University of Veterinary Medicine Vienna","Austria","Wien, Austria","True","None","48.2542999895,16.4317027332","1","0","1","0","0","0","0","0"
"2013-01-06","University of Virginia - Genomics Core Facility","United States","VA, United States","True","None","38.0346391973,-78.5046315193","1","1","0","0","0","0","0","0"
"2013-01-06","University of Wales and Aberystwyth","United Kingdom","Dyfed, United Kingdom","False","False","52.416921957,-4.06348228455","2","1","0","1","0","0","0","0"
"2013-01-06","University of Wisconsin Biotechnology Center Sequencing Facility","United States","Wisconsin, United States","True","False","43.075036,-89.411488","5","1","1","2","0","1","0","0"
"2013-01-06","University of York Technology Facility","United Kingdom","York, United Kingdom","None","None","53.960454,-1.092303","1","1","0","0","0","0","0","0"
"2013-01-06","Universität Giessen","Germany","Giessen, Germany","False","False","50.5731396374,8.66005897522","1","0","0","0","0","1","0","0"
"2013-01-06","Université Libre de Bruxelles","Belgium","Brussel Hoofdstedelijk Gewest, Belgium","False","None","50.8134193328,4.26501274109","1","1","0","0","0","0","0","0"
"2013-01-06","UNM","United States","NM, United States","None","False","35.095122366,-106.627163887","2","0","0","0","0","0","0","0"
"2013-01-06","UPenn DNA Sequencing Facility","United States","PA, United States","None","None","39.951694,-75.191116","1","1","0","0","0","0","0","0"
"2013-01-06","Uppsala SNP Technology Platform","Sweden","Uppsala, Sweden","True","True","59.8495788934,17.6398801804","5","1","0","3","1","0","0","0"
"2013-01-06","Uppsala university, Uppsala genome Center","Sweden","Rudbeck lab, Sweden","None","None","59.8454184854,17.6399230957","5","0","0","0","0","2","3","0"
"2013-01-06","US Army Edgewood Chemical Biological Center","United States","MD, United States","None","True","39.393937,-76.2848675251","3","2","0","1","0","0","0","0"
"2013-01-06","USAMRIID Center for Genomic Sciences ","United States","MD, United States","True","True","39.4379662296,-77.4231648445","3","1","1","0","0","1","0","0"
"2013-01-06","USDA-ARS MidSouth Area","United States","MS, United States","False","False","33.4249944296,-90.9109210968","2","1","0","1","0","0","0","0"
"2013-01-06","USDA/ARS U.S. Meat Animal Research Center","United States","NE, United States","False","False","40.5305017757,-98.1353759766","1","1","0","0","0","0","0","0"
"2013-01-06","UT Brown Institute of Molecular Medicine","United States","TX, United States","None","False","29.7033279101,-95.4040932655","1","0","1","0","0","0","0","0"
"2013-01-06","UT Southwestern","United States","TX, United States","True","True","32.8190178233,-96.8432807922","3","0","1","1","0","0","1","0"
"2013-01-06","UT-MD Anderson Cancer Center","United States","TX, United States","True","True","29.7060210928,-95.40184021","6","0","0","0","0","2","4","0"
"2013-01-06","UTHSC Molecular Resource Center","United States","TN, United States","True","None","35.1391425246,-90.0363922119","4","0","0","0","0","2","2","0"
"2013-01-06","UWC","South Africa","Western Cape, South Africa","True","None","-34.0162418897,19.1162109375","1","1","0","0","0","0","0","0"
"2013-01-06","Vall d'Hebron Research Institute (UCTS - VHIR)","Spain","Catalunya, Spain","True","True","41.4268806683,2.14074075222","2","2","0","0","0","0","0","0"
"2013-01-06","Vanderbilt University Medical Center","United States","TN, United States","True","False","36.14206,-86.80241","1","0","1","0","0","0","0","0"
"2013-01-06","Vavilov Institute of General Genetics","Russia","Москва, Russia","False","True","55.6958252844,37.5650024414","2","0","0","1","0","0","1","0"
"2013-01-06","VIB MicroArray Facility","Belgium","Vlaams Gewest, Belgium","True","True","50.8782627707,4.67352390289","1","1","0","0","0","0","0","0"
"2013-01-06","VIB Nucleomics Core","Belgium","Vlaams Gewest, Belgium","True","False","50.8783440055,4.6693611145","4","2","0","0","1","1","0","0"
"2013-01-06","Victor Chang Cardiac Research Institute","Australia","Darlinghurst (Sydney), Australia","False","False","-33.8785260401,151.221962571","1","0","0","0","0","0","1","0"
"2013-01-06","Victorian Government Department of Primary Industries","Australia","VIC, Australia","False","False","-37.7260752859,145.055730343","2","1","1","0","0","0","0","0"
"2013-01-06","Vietnam National Hygiene and Public Health","Vietnam","Hồ Chí Minh, Vietnam","True","True","10.6222173925,106.767578116","1","0","0","0","1","0","0","0"
"2013-01-06","Vincent J. Coates Genomics Sequencing Laboratory","United States","CA, United States","True","False","37.8739810973,-122.256084681","4","0","4","0","0","0","0","0"
"2013-01-06","Virginia Bioinformatics Institute","United States","VA, United States","True","False","37.220589418,-80.426402092","3","2","1","0","0","0","0","0"
"2013-01-06","Virginia Commonwealth Univ","United States","VA, United States","None","None","37.3352243593,-77.431640625","1","0","0","0","0","0","1","0"
"2013-01-06","Virginia Institute for Psychiatric and Behavioral Genetics, Virginia Commonwelath University","United States","VA, United States","False","False","37.5391328508,-77.4371337891","1","0","0","0","0","1","0","0"
"2013-01-06","VUMC","Netherlands","Noord-Holland, Netherlands","True","False","52.3332805228,4.86520528793","1","0","0","1","0","0","0","0"
"2013-01-06","W. M. Keck Ecological and Evolutionary Genetics Facility ","United States","MA, United States","False","False","41.5255436395,-70.6740188599","4","1","0","1","1","1","0","0"
"2013-01-06","Wadsworth Center","United States","Albany, NY, United States","None","False","42.6524930468,-73.7803709507","1","0","0","0","0","1","0","0"
"2013-01-06","Wageningen University","Netherlands","Gelderland, Netherlands","True","None","51.986446,5.664203","3","1","0","1","0","0","0","1"
"2013-01-06","Wake Forest University","United States","NC, United States","None","None","36.1319565663,-80.2788698673","1","0","0","0","0","1","0","0"
"2013-01-06","Waksman Institute","United States","NJ, United States","True","True","40.5231174145,-74.4719839096","2","0","1","0","0","0","1","0"
"2013-01-06","Wales Gene Park","United Kingdom","Cardiff, United Kingdom","True","False","51.5085020654,-3.19028377533","1","0","0","0","0","0","1","0"
"2013-01-06","Warwick HRI","United Kingdom","Coventry, United Kingdom","None","None","52.3804079721,-1.56124198424","1","0","1","0","0","0","0","0"
"2013-01-06","Weill Cornell Medical College - Qatar","Qatar","Al Rayyan, Qatar","False","True","25.3180179526,51.4388680458","3","0","1","2","0","0","0","0"
"2013-01-06","Wellcome Trust Centre for Human Genetics","United Kingdom","Oxfordshire, United Kingdom","None","None","51.755303,-1.208067","10","1","2","5","2","0","0","0"
"2013-01-06","Wellcome Trust Sanger Institute","United Kingdom","Cambridgeshire, United Kingdom","None","True","52.0789389512,0.183312892914","38","3","7","23","2","2","0","1"
"2013-01-06","West Midlands Regional Genetics Laboratory","United Kingdom","Birmingham, United Kingdom","False","False","52.4525572806,-1.94269180298","2","2","0","0","0","0","0","0"
"2013-01-06","Western Carolina University","United States","NC, United States","None","None","35.3112818432,-83.1827688217","1","1","0","0","0","0","0","0"
"2013-01-06","Westminster Genomic Services","United Kingdom","Greater London, United Kingdom","True","False","51.5207738622,-0.1398396492","1","0","0","0","0","1","0","0"
"2013-01-06","Whitehead institute","United States","MA, United States","None","None","42.3633163915,-71.0893750191","2","0","2","0","0","0","0","0"
"2013-01-06","Wilhelm Johannsen Centre for Functional Genome Research","Denmark","Hovedstaden, Denmark","None","None","55.6946643153,12.5626516342","1","0","1","0","0","0","0","0"
"2013-01-06","Xcelris Labs","India","Ahmedabad, India","True","None","24.2870268654,72.7734375","2","1","0","0","0","0","1","0"
"2013-01-06","Yale Center for Genome Analysis","United States","CT, United States","True","True","41.307729,-72.92038","20","0","9","10","0","0","0","1"
"2013-01-06","Yang Ming U Genome Research Center","Taiwan","Taipei, Taiwan","True","True","25.1205745306,121.515140533","5","2","1","1","1","0","0","0"
"2013-01-06","yourgene bioscience","Taiwan","台北縣, Taiwan","True","True","25.0074194531,121.428408623","2","0","1","1","0","0","0","0"
"2013-01-06","ZF-screens B.V.","Netherlands","Zuid-Holland, Netherlands","True","False","52.1660814947,4.46506261826","1","0","0","1","0","0","0","0"
"2013-01-06","Zhe Jiang University","China","浙江省, China","None","None","30.2836182221,120.121765137","1","0","1","0","0","0","0","0"
"2013-01-06","苏州众信生物技术有限公司","China","江苏省, China","True","False","31.2590729691,120.731377602","4","0","1","1","0","0","2","0"
"2013-01-06","苏州生物医药创新中心","China","江苏省, China","True","True","31.2589720844,120.73240757","1","0","1","0","0","0","0","0"
"2013-01-06","苏州生物医药创新中心","China","江苏省, China","True","True","31.2591463396,120.733029842","1","0","1","0","0","0","0","0"
"2013-01-06","高雄醫學大學","Taiwan","高雄市, Taiwan","None","None","22.6468643343,120.309305191","1","1","0","0","0","0","0","0"
"2013-04-28","""G.Prodi"" Cancer Research Center","Italy","Emilia-Romagna, Italy","True","True","44.492307616,11.3611131907","1","0","0","1","0","0","0","0"
"2013-04-28","Aalborg University","Denmark","Nordjylland, Denmark","False","False","57.028774,9.953613","1","0","0","1","0","0","0","0"
"2013-04-28","ABi SOLiD 5500xl","Hungary","Csongrád, Hungary","True","True","46.2443397672,20.1660597324","2","0","0","0","0","0","2","0"
"2013-04-28","Academic Medical Center","Netherlands","Noord-Holland, Netherlands","None","True","52.2940022416,4.95818674564","2","1","0","0","0","0","1","0"
"2013-04-28","ACGT Sdn Bhd","Malaysia","WP Kuala Lumpur, Malaysia","False","True","3.04686131936,101.6872859","5","1","2","2","0","0","0","0"
"2013-04-28","ACHRI Genomics and Bioinformatics","Canada","AB, Canada","True","True","51.0659962226,-114.133701324","3","0","0","0","0","1","2","0"
"2013-04-28","Advanced Center for Treatment, Research and Education in Cancer (ACTREC)","India","Maharashtra, India","False","False","18.8958925594,72.861328125","1","0","0","1","0","0","0","0"
"2013-04-28","AgriLife Genomics and Bioinformatics Services Facility","United States","TX, United States","True","True","30.6116735593,-96.3535952568","5","1","2","1","0","0","0","1"
"2013-04-28","AITbiotech Pte Ltd","Singapore","Singapore, Singapore","True","True","1.28975464832,103.788528442","5","0","0","1","1","1","1","0"
"2013-04-28","Akershus University Hospital","Norway","Lørenskog, Norway","False","False","59.9327155327,10.9934198856","1","0","0","0","0","1","0","0"
"2013-04-28","Alacris Theranostics GmbH","Germany","Berlin, Germany","True","False","52.450831123,13.2982635498","1","0","0","1","0","0","0","0"
"2013-04-28","Albert Einstein College of Medicine, Epigenomics Shared Facility","United States","NY, United States","True","False","40.8525140265,-73.8460636139","3","1","1","1","0","0","0","0"
"2013-04-28","Albert Einstein College of Medicine, Genomics Core","United States","NY, United States","True","False","40.8515726512,-73.8456559181","1","0","1","0","0","0","0","0"
"2013-04-28","Almac Diagnostics","United Kingdom","Northern Ireland, United Kingdom","True","False","54.4430942649,-6.42404079437","1","0","0","0","1","0","0","0"
"2013-04-28","Ambry Genetics","United States","CA, United States","True","None","33.5934591835,-117.725200653","3","0","2","1","0","0","0","0"
"2013-04-28","Amplexa Genetics A/S","Denmark","Syddanmark, Denmark","True","None","55.4053368751,10.3875732422","1","0","0","0","0","1","0","0"
"2013-04-28","Ankara University","Turkey","Ankara, Turkey","None","None","39.909736,32.871094","1","1","0","0","0","0","0","0"
"2013-04-28","ARC: Biotechnology Platform","South Africa","Pretoria, South Africa","True","True","-25.6491672067,28.1856179237","3","0","0","1","2","0","0","0"
"2013-04-28","Argonne National Laboratory","United States","IL, United States","None","None","41.7105983166,-87.9610061646","3","0","0","2","1","0","0","0"
"2013-04-28","Arizona State University","United States","AZ, United States","None","None","33.4198544699,-111.928431988","1","0","1","0","0","0","0","0"
"2013-04-28","Arizona State University DNASU Next-Gen Sequencing","United States","AZ, United States","True","None","33.4141052346,-111.927337646","2","0","1","1","0","0","0","0"
"2013-04-28","ARK-Genomics Roslin Institute","United Kingdom","Edinburgh, Midlothian, United Kingdom","True","True","55.863119,-3.154283","3","0","0","2","1","0","0","0"
"2013-04-28","Arkansas Children's Nutrition Center","United States","AR, United States","False","None","34.7398712789,-92.2922587395","1","0","1","0","0","0","0","0"
"2013-04-28","AROS Applied Biotechnology A/S","Denmark","Midtjylland, Denmark","True","False","56.1936690489,10.1690483093","2","0","0","2","0","0","0","0"
"2013-04-28","ARS-USDA","United States","CA, United States","False","False","37.883118523,-122.305812836","2","1","0","0","1","0","0","0"
"2013-04-28","Asuragen, Inc","United States","TX, United States","True","None","30.2126466341,-97.7441865206","4","0","1","0","1","2","0","0"
"2013-04-28","Atlanta Veteran's Hospital","United States","GA, United States","False","False","33.8014742603,-84.3113136292","1","1","0","0","0","0","0","0"
"2013-04-28","Atlantic Cancer Research Institute","Canada","NB, Canada","None","None","46.0972365382,-64.7868061066","2","0","0","0","0","1","0","0"
"2013-04-28","Auckland University","New Zealand","Auckland, New Zealand","None","False","-36.8506766985,174.771108627","2","1","0","0","0","1","0","0"
"2013-04-28","Australian Centre for Ecogenomics","Australia","QLD, Australia","True","False","-27.5000589042,153.012803793","3","1","0","0","0","2","0","0"
"2013-04-28","Australian Genome Research Facility, Victoria","Australia","VIC, Australia","True","False","-37.7978144184,144.956059456","13","1","2","5","1","4","0","0"
"2013-04-28","Australian National University","Australia","ACT, Australia","True","False","-35.2765763518,149.120411039","6","1","0","2","1","1","1","0"
"2013-04-28","Babraham Institute","United Kingdom","Cambridgeshire, United Kingdom","None","None","52.133524,0.204132","3","0","1","1","1","0","0","0"
"2013-04-28","Baker IDI Heart and Diabetes Institute","Australia","VIC, Australia","False","False","-37.8431392129,144.985198975","1","0","1","0","0","0","0","0"
"2013-04-28","Banaras Hindu University","India","Uttar-Pradesh, India","None","True","25.26588802,82.9937052727","2","0","0","1","1","0","0","0"
"2013-04-28","Barts Genome Centre","United Kingdom","Greater London, United Kingdom","None","None","51.5221023296,-0.100094676018","2","0","1","0","1","0","0","0"
"2013-04-28","Baseclear","Netherlands","Zuid-Holland, Netherlands","None","None","52.167457,4.474525","1","0","1","0","0","0","0","0"
"2013-04-28","Bay Zoltán Nonprofit Ltd.","Hungary","Budapest, Hungary","True","None","47.4550228751,19.0427398682","1","0","0","0","0","1","0","0"
"2013-04-28","Baylor  University Medical Center at Dallas","United States","TX, United States","None","None","32.7875631534,-96.7782211304","1","0","0","0","0","0","1","0"
"2013-04-28","BCRT","Germany","Berlin, Germany","True","True","52.5406060329,13.3458137512","3","0","0","1","1","1","0","0"
"2013-04-28","BCRT","Germany","Berlin, Germany","True","True","52.5412455045,13.3473372459","3","0","0","1","1","1","0","0"
"2013-04-28","Beckman Coulter Genomics (formerly Agencourt)","United States","MA, United States","True","True","42.5765964028,-70.9157180786","6","3","1","0","0","0","2","0"
"2013-04-28","Beijing Berry Genomics","China","北京市, China","True","True","39.9623855492,116.452159882","2","0","1","1","0","0","0","0"
"2013-04-28","Beijing Institute of Genomics","China","Beijing, China","True","True","39.9775147302,116.387357712","15","1","5","0","0","0","9","0"
"2013-04-28","Berlin Institute for Medical Systems Biology (BIMSB)","Germany","Berlin, Germany","None","None","52.6266941641,13.4997832775","4","1","0","2","0","0","0","1"
"2013-04-28","BGI (formerly Beijing Genomics Institute)","China","Shenzhen, Guangdong, China","True","True","22.59119,114.264035","166","1","0","137","0","1","27","0"
"2013-04-28","BGI@CHOP","United States","PA, United States","True","True","39.9460932693,-75.1949572563","12","0","0","10","1","1","0","0"
"2013-04-28","Bio21 Institute","Australia","VIC, Australia","False","False","-37.7971701108,144.952669144","1","0","0","0","0","1","0","0"
"2013-04-28","Biocant","Portugal","Coimbra, Portugal","True","None","40.3481751222,-8.61201095162","1","1","0","0","0","0","0","0"
"2013-04-28","Biochain Institute, Inc.","United States","39600 Eureka Dr., Newark, CA 94560, United States","True","False","37.5105428608,-121.997337341","1","0","0","0","1","0","0","0"
"2013-04-28","Biochain Institute, Inc.","United States","CA, United States","True","False","37.5106194557,-121.995931864","1","0","0","0","1","0","0","0"
"2013-04-28","Biodiversity Institute of Ontario","Canada","ON, Canada","None","None","43.5337404796,-80.2371883392","1","1","0","0","0","0","0","0"
"2013-04-28","Biodiversity Research Center, Academia Sinica","Taiwan","台北市, Taiwan","True","True","25.0427362338,121.612558365","4","1","2","0","0","0","1","0"
"2013-04-28","Biogemma","France","Clermont Ferrand, France","None","None","45.7885942873,3.13058853149","1","1","0","0","0","0","0","0"
"2013-04-28","Biokart India Pvt Ltd","India","Karnataka, India","True","True","12.9563825873,77.7282714844","3","0","1","1","0","1","0","0"
"2013-04-28","Biologisch-Medizinisches Forschungszentrum‚ Genomics & Transcriptomics Labor","Germany","Nordrhein-Westfalen, Germany","True","None","51.1909635995,6.79302692413","4","1","0","1","0","1","1","0"
"2013-04-28","Biomedical Genomics laboratory (BIOGEM) UCSD","United States","La Jolla, United States","None","None","32.8767038559,-117.236840129","2","1","0","0","0","0","0","1"
"2013-04-28","Biomedical Sequencing Facility (CeMM & MedUniWien)","Austria","Wien, Austria","True","False","48.2194402857,16.3494586945","2","0","0","2","0","0","0","0"
"2013-04-28","BioMicroCenter","United States","MA, United States","None","None","42.3606527298,-71.0882592201","5","0","3","1","1","0","0","0"
"2013-04-28","Biomérieux","France","Rhône-Alpes, France","False","False","45.7823694973,4.70609664917","2","0","0","0","0","2","0","0"
"2013-04-28","Biopolis SL","Spain","Comunitat Valenciana, Spain","None","None","39.5158609017,-0.422823429108","1","1","0","0","0","0","0","0"
"2013-04-28","BIOTEC","Thailand","จ.ปทุมธานี, Thailand","None","None","14.0664340647,100.617771149","1","1","0","0","0","0","0","0"
"2013-04-28","BIOTEC TU Dresden","Germany","Sachsen, Germany","None","None","51.0560705418,13.7761688232","1","0","0","1","0","0","0","0"
"2013-04-28","BMGen University of Helsinki","Finland","Etelä-Suomi, Finland","True","None","60.1904387458,24.9070358276","1","0","1","0","0","0","0","0"
"2013-04-28","bmr-genomics","Italy","Veneto, Italy","True","True","45.413696,11.892915","1","1","0","0","0","0","0","0"
"2013-04-28","Bovine Functional Genomics Laboratory - USDA","United States","MD, United States","None","None","39.0236681065,-76.9233942032","1","0","1","0","0","0","0","0"
"2013-04-28","BRC Genomics Facility, Guy's Hospital","United Kingdom","Greater London, United Kingdom","False","True","51.5031329495,-0.0871181488037","2","0","0","2","0","0","0","0"
"2013-04-28","Broad Institute","United States","MA, United States","None","True","42.365013,-71.088066","101","2","43","50","0","4","0","1"
"2013-04-28","Brown University, Genomics Core Facility","United States","RI, United States","True","None","41.8296013363,-71.4030647278","2","0","1","1","0","0","0","0"
"2013-04-28","Burnham Institute for Biotechnology","United States","FL, United States","None","None","28.3962327117,-81.2713623047","1","0","0","0","0","0","1","0"
"2013-04-28","CAGEF, University of Toronto","Canada","Toronto, Canada","True","True","43.6613832715,-79.3996953964","2","0","2","0","0","0","0","0"
"2013-04-28","Cambridge Genomic Services","United Kingdom","Cambridge, United Kingdom","True","False","52.2017679967,0.121150016785","2","1","0","0","1","0","0","0"
"2013-04-28","Cambridge Research Institute","United Kingdom","Cambridgeshire, United Kingdom","False","False","52.177195,0.136213","4","0","2","1","1","0","0","0"
"2013-04-28","Cambridge Systems Biology Centre","United Kingdom","Cambridge Systems Biology Centre, United Kingdom","True","False","52.1990982564,0.122437477112","1","0","0","0","0","1","0","0"
"2013-04-28","Canada's Michael Smith Genome Sciences Centre","Canada","Vancouver, BC, Canada","True","True","49.2619795193,-123.117771149","13","0","0","12","0","1","0","0"
"2013-04-28","Cancer Center and Institute of Oncology, Gliwice","Poland","Śląskie, Poland","None","None","50.3012924723,18.6649990082","1","0","1","0","0","0","0","0"
"2013-04-28","Cancer Ohio State University","United States","OH, United States","None","None","39.9942844729,-83.0195188522","2","0","2","0","0","0","0","0"
"2013-04-28","Cancer Sciences Institute of Singapore","Singapore","Pasir Panjang, Singapore","None","None","1.29423816165,103.780674934","2","1","1","0","0","0","0","0"
"2013-04-28","CAREN - ECOBIO","France","Rennes, France","None","None","48.1146520236,-1.64846420288","1","1","0","0","0","0","0","0"
"2013-04-28","Carlos Chagas Institute - ICC/FIOCRUZ","Brazil","Curitiba, Paraná, Brazil","False","False","-25.4943983753,-49.3311023712","1","0","0","0","0","0","1","0"
"2013-04-28","Carlos Robello","Uruguay","Montevideo, Uruguay","True","True","-34.7416124988,-56.2939453125","1","0","1","0","0","0","0","0"
"2013-04-28","Carolinas Medical Center","United States","NC, United States","True","False","35.211965701,-80.860748291","1","0","0","0","0","1","0","0"
"2013-04-28","Carver Center for Genomics","United States","IA, United States","True","True","41.7385284694,-91.6479492188","2","1","1","0","0","0","0","0"
"2013-04-28","CCF Lerner Research Institute Genomics Core","United States","OH, United States","True","False","41.5002129897,-81.6199207306","1","0","1","0","0","0","0","0"
"2013-04-28","CDC, Atlanta GA USA","United States","GA, United States","False","False","33.9433599466,-84.5068359375","1","1","0","0","0","0","0","0"
"2013-04-28","CEA","France","Ile-de-France, France","None","None","48.850258,2.373047","1","0","1","0","0","0","0","0"
"2013-04-28","CEA - Institut de Génomique","France","Evry, France","None","None","48.6233497094,2.44042396545","3","3","0","0","0","0","0","0"
