"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2011-01-02","IMGM Laboratories GmbH","Germany","Martinsried | Munich, Germany","True","None","48.1123598049,11.4522600174","2","2","0","0","0","0","0","0"
"2011-01-02","INDEAR-CONICET","Argentina","Rosario, Argentina","True","True","-32.9699315831,-60.623588562","1","1","0","0","0","0","0","0"
"2011-01-02","Indiana University (Bloomington)","United States","IN, United States","None","None","39.164141,-86.52832","2","1","1","0","0","0","0","0"
"2011-01-02","Infectious Disease Research Center, Colorado State","United States","CO, United States","None","None","40.5705450046,-105.079507828","1","0","0","0","0","0","1","0"
"2011-01-02","INMEGEN","Mexico","D.f., Mexico","None","None","19.394068,-99.09668","1","0","0","0","0","0","1","0"
"2011-01-02","Inqaba Biotec","South Africa","Gauteng, Pretoria, Sunnyside, South Africa","None","None","-25.7603197547,28.212890625","1","1","0","0","0","0","0","0"
"2011-01-02","INRA Jouy en Josas","France","Ile-de-France, France","None","None","48.7637988869,2.16821193695","1","0","0","0","0","0","1","0"
"2011-01-02","INSP","Mexico","Mo, Mexico","None","None","18.97718511,-99.2461814582","1","1","0","0","0","0","0","0"
"2011-01-02","Institue of PLant Biology, Zurich University","Switzerland","Zürich, Switzerland","None","None","47.358925,8.560061","1","0","1","0","0","0","0","0"
"2011-01-02","Institut Curie","France","Ile-de-France, France","None","False","48.8439886271,2.34442234039","1","0","0","0","0","0","1","0"
"2011-01-02","Institut de Biologie Intégrative et des Systèmes - U. Laval","Canada","QC, Canada","True","None","46.7794324597,-71.2784385681","2","2","0","0","0","0","0","0"
"2011-01-02","Institut Pasteur","France","Ile-de-France, France","True","None","48.8411642389,2.30978965759","1","0","1","0","0","0","0","0"
"2011-01-02","Institut Pharmacologie Moléculaire Cellulaire","France","Sophia Antipolis, France","True","False","43.6185783773,7.05296516418","1","0","0","0","0","0","1","0"
"2011-01-02","Institut pour la Recherche sur le Cancer de Lille","France","Lille, France","None","None","50.6132558577,3.03565979004","1","0","0","0","0","0","1","0"
"2011-01-02","Institute for Chemical Biology and Fundamental Medicine","Russia","Новосибирская область, Russia","True","False","54.8506543588,83.1035470963","1","0","0","0","0","0","1","0"
"2011-01-02","Institute for Genome Sciences, University of Maryland","United States","MD, United States","None","None","39.2886176084,-76.6291698216","2","1","1","0","0","0","0","0"
"2011-01-02","Institute for Immunology and Infectious Diseases","Australia","Perth, Australia","False","False","-32.0715200064,115.838470459","1","1","0","0","0","0","0","0"
"2011-01-02","Institute for Molecular Bioscience University of Queensland","Australia","QLD, Australia","None","None","-27.496547227,153.009681702","11","0","0","0","0","0","11","0"
"2011-01-02","Institute for Plant Genomics, Human Biotechnology and Bioenergy (BAYGEN)","Hungary","Csongrád, Hungary","None","None","46.2445438139,20.1661616564","1","0","0","0","0","0","1","0"
"2011-01-02","Institute for Systems Biology","United States","WA, United States","False","False","47.6488240359,-122.342076302","2","0","2","0","0","0","0","0"
"2011-01-02","Institute for Translational Oncology and Immunology (TRON)","Germany","Mainz, Rhineland-Palatinate, Germany","True","False","49.9939465308,8.25461626053","1","0","0","1","0","0","0","0"
"2011-01-02","Institute of Biotechnolgy - University of Helsinki","Finland","Etelä-Suomi, Finland","None","None","60.226457,25.01353","1","1","0","0","0","0","0","0"
"2011-01-02","Institute of Genomics and Integrative Biology","India","Delhi, India","True","True","28.6345736422,77.1348595619","2","1","1","0","0","0","0","0"
"2011-01-02","Institute of Marine Biology and Genetics, Hellenic Centre of Marine Research","Greece","Κρήτη, Greece","True","None","35.332352348,25.2812576294","1","1","0","0","0","0","0","0"
"2011-01-02","Institute of Molecular Genetics AS CR","Czech Republic","Středočeský, Czech Republic","False","True","50.0139994963,14.4645953178","1","1","0","0","0","0","0","0"
"2011-01-02","Integragen","France","Ile-de-France, France","None","None","48.618747,2.44993","1","0","1","0","0","0","0","0"
"2011-01-02","Integrated Core Facility for Functional Genomics","Taiwan","Taipei, Taiwan","True","False","24.9767219253,121.53711319","1","0","0","0","0","0","1","0"
"2011-01-02","Iowa State University DNA facility","United States","IA, United States","None","False","42.0250686463,-93.6474609375","1","0","1","0","0","0","0","0"
"2011-01-02","Istanbul University","Turkey","Istanbul, Turkey","True","True","41.017469619,28.933095932","1","1","0","0","0","0","0","0"
"2011-01-02","J. Craig Venter Institute","United States","MD, United States","None","None","39.0995515886,-77.1936535835","7","3","2","0","0","0","2","0"
"2011-01-02","KACST","Saudi Arabia","Riyadh, Saudi Arabia","False","True","24.6669863852,46.6918945312","1","0","0","0","0","0","1","0"
"2011-01-02","Kang Chen Bio","China","上海市, China","True","True","31.177333933,121.408689022","1","0","1","0","0","0","0","0"
"2011-01-02","Kansas State Uni","United States","KS, United States","None","None","39.181175,-96.591797","1","1","0","0","0","0","0","0"
"2011-01-02","KCL Genomics Centre","United Kingdom","Greater London, United Kingdom","True","True","51.5031329495,-0.0871181488037","4","0","3","1","0","0","0","0"
"2011-01-02","KCL Genomics Laboratory","United Kingdom","Greater London, United Kingdom","None","None","51.5040946287,-0.0879764556885","3","0","3","0","0","0","0","0"
"2011-01-02","Keygene","Netherlands","Gelderland, Netherlands","None","None","51.976831,5.6462","1","0","0","0","0","0","1","0"
"2011-01-02","Kiko tech Co., Ltd. Kobe Office","Japan","兵庫県, Japan","True","True","34.6587493157,135.217309892","1","0","0","0","0","0","1","0"
"2011-01-02","King Abdul Aziz University Hospital","Saudi Arabia","Jeddah, Saudi Arabia","False","False","21.4931649439,39.2486572266","1","0","0","0","0","0","1","0"
"2011-01-02","Korea Research Institute of Bioscience & Biotechnology (KRIBB)","South Korea","Daejeon, South Korea","None","None","36.4117784199,127.364501953","1","0","1","0","0","0","0","0"
"2011-01-02","KPS Biotechnology & Healthcare Services Ltd. ","Hungary","Budapest, Hungary","True","None","47.5079250985,19.0235137939","1","1","0","0","0","0","0","0"
"2011-01-02","KTH Gene Technology Sequencing Center","Sweden",", Sweden","None","None","59.353737,18.058519","1","1","0","0","0","0","0","0"
"2011-01-02","Labindia Life Sciences","India","Haryana, India","None","None","28.5067498951,77.0882320404","1","0","0","0","0","0","1","0"
"2011-01-02","Laboratory of Molecular Technology","United States","MD, United States","False","False","39.4264184311,-77.414438009","2","2","0","0","0","0","0","0"
"2011-01-02","LANGEBIO-CINVESTAV","Mexico","Gt, Mexico","True","None","20.7132676675,-101.320921897","3","2","0","0","0","0","1","0"
"2011-01-02","LC Sciences","United States","TX, United States","True","False","29.672551541,-95.41898489","1","0","1","0","0","0","0","0"
"2011-01-02","Leiden University Medical Centre","Netherlands","Zuid-Holland, Netherlands","None","None","52.1660415713,4.47502756171","4","1","2","0","0","0","0","0"
"2011-01-02","LGC Agowa","Germany","Berlin, Germany","None","None","52.460403,13.527946","2","1","0","1","0","0","0","0"
"2011-01-02","LGC Genomics","United Kingdom","Greater London, United Kingdom","None","None","51.4257849784,-0.339803695679","2","1","0","1","0","0","0","0"
"2011-01-02","Li Ka Shing Institute of Health Sciences, CUHK","Hong Kong","Hong Kong, Hong Kong","True","False","22.3806745496,114.201872349","10","0","10","0","0","0","0","0"
"2011-01-02","LNCC - Laboratório Nacional de Computação Científica","Brazil","RJ, Brazil","None","None","-22.532854,-43.207855","1","1","0","0","0","0","0","0"
"2011-01-02","London Research Institute","United Kingdom","Greater London, United Kingdom","False","False","51.5157293389,-0.116000175476","1","0","1","0","0","0","0","0"
"2011-01-02","Lotterwest State Biomedical Facility Genomics","Australia","Perth, Western Australia, Australia","True","False","-31.9531818034,115.865421295","3","1","0","0","0","0","2","0"
"2011-01-02","Ludwig Institute for Cancer Research","Brazil","SP, Brazil","False","False","-23.5689481445,-46.6422758102","1","0","0","0","0","0","1","0"
"2011-01-02","Macrogen","South Korea","South Korea, South Korea","None","None","37.4776508292,126.885159016","13","1","10","0","0","0","2","0"
"2011-01-02","Macrogen US","United States","MD, United States","None","None","39.0976282269,-77.2050261497","4","1","1","0","0","0","2","0"
"2011-01-02","Malaysia Genome Institute","Malaysia","Selangor, Malaysia","True","True","2.95908710311,101.77734375","1","0","0","1","0","0","0","0"
"2011-01-02","Malaysian Genomics Resource Centre","Malaysia","WP Kuala Lumpur, Malaysia","True","True","3.1184476614,101.676106453","2","1","0","1","0","0","0","0"
"2011-01-02","Massachusetts General Hospital","United States","MA, United States","None","None","42.363491,-71.067638","2","0","0","0","0","0","1","0"
"2011-01-02","Massey Genome Service","New Zealand","Massey University, Palmerston North, New Zealand","True","None","-40.3867624885,175.617957115","1","0","1","0","0","0","0","0"
"2011-01-02","Matis ohf","Iceland","Vinlandsleid 12, Iceland","True","True","64.1299709301,-21.7673063278","1","1","0","0","0","0","0","0"
"2011-01-02","Max Planck Institute for Developmental Biology","Germany","Baden-Württemberg, Germany","False","False","48.5342688051,9.05488014221","2","0","2","0","0","0","0","0"
"2011-01-02","Max Planck Institute for Molecular Genetics","Germany","Berlin, Germany","None","None","52.444253,13.273802","12","2","5","0","0","0","4","0"
"2011-01-02","Max-Planck Institute of Immunobiology","Germany","Baden-Württemberg, Germany","True","False","48.025610243,7.85168409348","1","0","1","0","0","0","0","0"
"2011-01-02","Mayo Clinic","United States","Rochester, MN, United States","True","True","44.0199006495,-92.4666023254","4","1","2","0","0","0","1","0"
"2011-01-02","McGill University and Génome Québec Innovation Centre","Canada","Montreal, Canada","True","None","45.504903,-73.575268","8","3","2","3","0","0","0","0"
"2011-01-02","Medical NeuroGenetics","United States","GA, United States","True","False","33.9479168984,-84.3640136719","1","0","0","0","0","0","1","0"
"2011-01-02","Memorial Sloan-Kettering Cancer Center","United States","NY, United States","False","False","40.765084,-73.95663","5","2","0","0","0","0","3","0"
"2011-01-02","Miami Institute of Human Genomics","United States","FL, United States","None","None","25.792473,-80.211182","6","0","2","2","0","0","2","0"
"2011-01-02","Michigan State University RTSF","United States","MI, United States","None","None","42.7601211193,-84.6606445312","2","1","1","0","0","0","0","0"
"2011-01-02","Micromon High Throughput Sequencing Facility (Monash University)","Australia","Melbourne, Victoria, Australia","True","False","-37.910680596,145.129292607","1","0","1","0","0","0","0","0"
"2011-01-02","Microsynth","Switzerland","Sankt Gallen, Switzerland","None","None","47.406599,9.607029","1","1","0","0","0","0","0","0"
"2011-01-02","MissionBio","Taiwan","台北市, Taiwan","True","True","25.058563656,121.611764431","3","1","0","0","0","0","2","0"
"2011-01-02","Molecular and Computational Biology, University of Southern California","United States","CA, United States","None","None","34.0225378344,-118.290030956","1","0","1","0","0","0","0","0"
"2011-01-02","Molecular Biology Core Facilities at Dana Farber Cancer Institute","United States","MA, United States","True","False","42.3464049793,-71.1018767953","1","0","0","0","0","0","0","0"
"2011-01-02","Molecular Genetics Core Facility, Harvard Catalyst","United States","MA, United States","None","None","42.3378325729,-71.1055111885","1","0","0","0","0","0","1","0"
"2011-01-02","Montpellier GenomiX","France","Languedoc-Roussillon, France","True","False","43.6381871611,3.84452819824","2","0","1","1","0","0","0","0"
"2011-01-02","Moores UCSD Cancer Center","United States","CA, United States","False","False","32.8791546815,-117.222576141","1","0","0","0","0","0","1","0"
"2011-01-02","Mount Sinai School of Medicine","United States","NY, United States","True","False","40.7898996853,-73.9532661438","2","0","2","0","0","0","0","0"
"2011-01-02","MPI EVA","Germany","Sachsen, Germany","None","None","51.328895,12.370605","7","2","5","0","0","0","0","0"
"2011-01-02","MRC Clinical Sciences Centre","United Kingdom","Greater London, United Kingdom","None","None","51.517663,-0.234833","3","1","1","1","0","0","0","0"
"2011-01-02","MRC hub Cambridge (EASIH)","United Kingdom","Cambridgeshire, United Kingdom","True","False","52.173721,0.138037","5","1","1","0","0","0","3","0"
"2011-01-02","MSU Research Technology Support Facility","United States","MI, United States","None","None","42.811522,-84.243164","2","1","1","0","0","0","0","0"
"2011-01-02","Mutation Analysis Facility, Karolinska Inst.","Sweden","Huddinge, Sweden","None","None","59.2219332882,17.9359960556","1","0","0","0","0","0","1","0"
"2011-01-02","National Cheng Kung University","Taiwan","台南市, Taiwan","True","True","23.1676337209,120.267333984","1","0","1","0","0","0","0","0"
"2011-01-02","National Chung Hsing University","Taiwan","台中市, Taiwan","None","None","24.1810847072,120.682067871","1","0","1","0","0","0","0","0"
"2011-01-02","National Institute for Infectious Diseases - INMI ""L. Spallanzani"" - Rome","Italy","Lazio, Italy","None","False","41.902277,12.65625","1","1","0","0","0","0","0","0"
"2011-01-02","Nationwide Children's Hospital Biomedical Genomics Core","United States","OH, United States","None","None","39.9576487695,-82.9852294922","1","0","0","1","0","0","0","0"
"2011-01-02","NCGR Genome Center","United States","NM, United States","True","True","35.636851388,-105.959433317","9","0","8","0","0","0","0","1"
"2011-01-02","NCI Core Genotyping Facility","United States","MD, United States","None","None","39.1277964794,-77.1767234802","2","2","0","0","0","0","0","0"
"2011-01-02","NCMLS, dept. Molecular Biology","Netherlands","Gelderland, Netherlands","None","False","51.823896,5.865176","2","0","1","1","0","0","0","0"
"2011-01-02","Necker Hospital","France","Ile-de-France, France","False","False","48.8452030651,2.31541156769","1","0","0","0","0","0","1","0"
"2011-01-02","New Jersey Medical School","United States","NJ, United States","None","None","40.7388844663,-74.1899013519","2","0","1","0","0","0","1","0"
"2011-01-02","New Mexico Genome Center","United States","NM, United States","None","None","35.6366072386,-105.95921874","6","0","6","0","0","0","0","0"
"2011-01-02","NewGene","United Kingdom","Newcastle Upon Tyne, United Kingdom","True","None","54.967293,-1.62014","1","1","0","0","0","0","0","0"
"2011-01-02","NGSC - Sidney Kimmel Comprehensive Cancer Center","United States","MD, United States","None","None","39.2981737474,-76.5942764282","2","0","0","0","0","0","2","0"
"2011-01-02","NICEM","South Korea",", South Korea","None","None","37.457295,126.948459","2","1","1","0","0","0","0","0"
"2011-01-02","NIDDK Genomics Core Laboratory","United States","MD, United States","False","True","39.000442755,-77.0987033844","1","0","1","0","0","0","0","0"
"2011-01-02","NIH Intramural Sequencing Center","United States","MD, United States","None","None","39.062382,-77.114325","10","1","9","0","0","0","0","0"
"2011-01-02","NIH NIAID Rocky Mtn Labs","United States","Hamilton, MT, United States","False","False","46.245400802,-114.154815674","3","1","1","0","0","0","1","0"
"2011-01-02","Northwestern University","United States","IL, United States","None","None","41.892694,-87.621202","1","0","0","0","0","0","1","0"
"2011-01-02","Norwegian High-Throughput Sequencing Centre (NSC)","Norway","Oslo, Norway","True","None","59.9405729696,10.7209267622","4","2","2","0","0","0","0","0"
"2011-01-02","Notre Dame Genomics Core Facility","United States","Notre Dame, IN, United States","True","False","41.7008703607,-86.2331056595","1","1","0","0","0","0","0","0"
"2011-01-02","NTOU","Taiwan","基隆市, Taiwan","None","None","25.1514069646,121.77271843","1","1","0","0","0","0","0","0"
"2011-01-02","NTU Center of Genomic Medicine","Taiwan","台北市, Taiwan","None","True","25.04445476,121.519432068","4","0","0","0","0","0","4","0"
"2011-01-02","NXTGNT","Belgium","Vlaams Gewest, Belgium","True","True","51.0234734564,3.72608184814","2","1","1","0","0","0","0","0"
"2011-01-02","NYU Langone Medical Center","United States","NY, United States","True","False","40.739844,-73.974895","2","1","1","0","0","0","0","0"
"2011-01-02","Ocimumbio","United States","MD, United States","None","None","39.15123,-77.231827","2","1","1","0","0","0","0","0"
"2011-01-02","Ohio State University","United States","OH, United States","True","False","39.996454374,-83.0199050903","2","0","0","0","0","0","2","0"
"2011-01-02","OHSU Massively Parallel Sequencing Shared Resource","United States","Portland, Oregon, United States","True","False","45.4981204125,-122.671322823","1","0","1","0","0","0","0","0"
"2011-01-02","Okinawa Science and Technology Promotion Center (OSTC)","Japan","沖縄県うるま市, Japan","True","True","26.3396217309,127.854284048","3","0","0","0","0","0","3","0"
"2011-01-02","OMRF Next Gen Sequencing Core","United States","OK, United States","True","None","35.4734007735,-97.5035891528","1","0","0","1","0","0","0","0"
"2011-01-02","Ontario Institute for Cancer Research","Canada","ON, Canada","None","True","43.6596621142,-79.3893957138","15","0","7","0","0","0","7","0"
"2011-01-02","Oregon State University CGRB Core Lab","United States","OR, United States","None","False","44.5665705398,-123.281965256","1","0","1","0","0","0","0","0"
"2011-01-02","Ottawa Hospital Research Institute","Canada","ON, Canada","True","None","45.4019524393,-75.646031856","1","0","1","0","0","0","0","0"
"2011-01-02","Palteforme Genomique Genotoul","France","Castanet Tolosan, France","None","None","43.5280933347,1.49478435516","1","1","0","0","0","0","0","0"
"2011-01-02","Paterson Institute for Cancer Research","United Kingdom","Manchester, United Kingdom","None","False","53.4320375847,-2.22885131836","1","0","0","0","0","0","1","0"
"2011-01-02","Penn State University, Genomics Core Facility","United States","PA, United States","True","True","40.7975510271,-77.8637123108","2","1","0","0","0","0","1","0"
"2011-01-02","Plant Biotechnology Institute - National Research Council of Canada","Canada","SK, Canada","True","False","52.131802,-106.624718","3","1","2","0","0","0","0","0"
"2011-01-02","Plant-Microbe Genomics Facility","United States","OH, United States","True","False","39.9963721821,-83.0200982094","1","1","0","0","0","0","0","0"
"2011-01-02","Plateforme Génome - Transcriptome de Bordeaux","France","Aquitaine, France","True","False","44.8256823038,-0.610771179199","1","0","1","0","0","0","0","0"
"2011-01-02","Princess Alexandra Hospital","Australia","QLD, Australia","None","None","-27.4993813209,153.033021212","1","0","0","0","0","0","1","0"
"2011-01-02","PROGENIKA BIOPHARMA, S.A.","Spain","PV, Spain","True","None","43.289451865,-2.85970687866","1","0","1","0","0","0","0","0"
"2011-01-02","Prognosys","United States","CA, United States","None","None","32.831135,-117.253647","1","0","1","0","0","0","0","0"
"2011-01-02","Purdue University","United States","IN, United States","True","None","40.4228404868,-86.9154596329","2","1","0","0","0","0","1","0"
"2011-01-02","Queensland Institute of Medical Research","Australia","QLD, Australia","False","False","-27.4446108215,153.025131226","1","0","1","0","0","0","0","0"
"2011-01-02","Ramaciotti Centre for Gene Function Analysis","Australia","NSW, Australia","True","None","-33.9172951923,151.235218048","2","1","1","0","0","0","0","0"
"2011-01-02","Rede Paraense de Genômica e Proteômica (RPGP)","Brazil","Belém - PA, Brazil","True","False","-1.47365770508,-48.457968235","1","0","0","0","0","0","1","0"
"2011-01-02","Riken","Japan","神奈川県, Japan","True","None","35.442771,139.647217","14","2","5","0","0","0","3","0"
"2011-01-02","Rockefeller University Genomics Resource Center","United States","NY, United States","None","None","40.7625360836,-73.9575576782","1","0","1","0","0","0","0","0"
"2011-01-02","Royal Brompton Hospital","United Kingdom","Greater London, United Kingdom","None","None","51.4900013268,-0.171103477478","1","0","0","0","0","0","1","0"
"2011-01-02","Russian Research Center Kurchatov Institute","Russia","Moscow, Russia","False","False","55.7955035133,37.4764251709","5","0","3","0","0","0","2","0"
"2011-01-02","SAIC-Frederick","United States","MD, United States","None","None","39.4363918685,-77.4348163605","6","2","4","0","0","0","0","0"
"2011-01-02","Sandor","India","Hyderabad, India","True","True","17.2247582066,78.4423828125","1","0","1","0","0","0","0","0"
"2011-01-02","Science for Life Laboratory Stockholm","Sweden","Solna, Stockholm, Sweden","True","True","59.3548961249,18.0065917969","7","2","0","3","0","0","2","0"
"2011-01-02","Scientific and Technical Services of the University of Barcelona","Spain","CT, Spain","True","False","41.3816719398,2.11633640534","1","1","0","0","0","0","0","0"
"2011-01-02","Scripps Research Institute","United States","CA, United States","None","None","32.905749,-117.241373","1","0","1","0","0","0","0","0"
"2011-01-02","Scripps Translational Science Institute","United States","CA, United States","False","False","32.8992452914,-117.240407467","3","0","2","0","0","0","1","0"
"2011-01-02","Seq-It","Germany","Rheinland-Pfalz, Germany","None","None","49.443017,7.758644","1","1","0","0","0","0","0","0"
"2011-01-02","Sequencing Facility","United States","MD, United States","False","False","39.1275379176,-77.1769080157","4","0","4","0","0","0","0","0"
"2011-01-02","sequencys","United States","CA, United States","None","None","32.8430182654,-117.279377818","1","0","1","0","0","0","0","0"
"2011-01-02","SeqWright","United States","TX, United States","None","None","29.684474,-95.409737","3","1","0","1","0","0","1","0"
"2011-01-02","ServiceXS","Netherlands","Zuid-Holland, Netherlands","None","None","52.166772,4.475899","1","0","1","0","0","0","0","0"
"2011-01-02","Shanghai Biochip","China","上海市, China","True","True","31.196419364,121.610283852","7","1","2","0","0","0","4","0"
"2011-01-02","Sir Henry Wellcome Functional Genomics Facility (SHWFGF)","United Kingdom","University of Glasgow, Glasgow, United Kingdom","True","False","55.8726143055,-4.29256439209","1","0","1","0","0","0","0","0"
"2011-01-02","sistemas genomicos","Spain","Comunidad Valenciana, Spain","None","None","39.504041,-0.440483","1","0","0","0","0","0","1","0"
"2011-01-02","Source BioScience Dublin","Ireland","Comhairle Cathrach Bhaile Atha Cliath, Ireland","None","None","53.3502823399,-6.27441644669","1","0","0","1","0","0","0","0"
"2011-01-02","Source BioScience LifeSciences","United Kingdom","Nottingham, United Kingdom","True","None","52.979,-1.2382","4","0","3","1","0","0","0","0"
"2011-01-02","St. Jude Children's Research Hospital","United States","TN, United States","False","None","35.1534421999,-90.0418424606","8","1","7","0","0","0","0","0"
"2011-01-02","Stan Nelson's Lab","United States","CA, United States","True","True","34.0673073766,-118.444740772","3","0","2","0","0","0","1","0"
"2011-01-02","Stanford School of Medicine","United States","CA, United States","None","None","37.4341130289,-122.179470062","2","0","0","0","0","0","2","0"
"2011-01-02","Stowers Institute for Medical Research","United States","MO, United States","False","False","39.0371122873,-94.5751957297","1","0","1","0","0","0","0","0"
"2011-01-02","Swedish Institute for Infectious Disease Control","Sweden",", Sweden","None","None","59.357696,18.005905","1","1","0","0","0","0","0","0"
"2011-01-02","TAKARA BIO Inc. DragonGenomics Ctr.","Japan","三重県, Japan","True","True","34.990734,136.485032","4","1","2","0","0","0","1","0"
"2011-01-02","Taueret Laboratories","United States","UT, United States","True","False","40.7185422261,-111.811852455","1","1","0","0","0","0","0","0"
"2011-01-02","TechDragon","Hong Kong","Shatin, Hong Kong","True","False","22.390083667,114.207552195","1","0","0","0","0","0","1","0"
"2011-01-02","TGen North","United States","AZ, United States","False","False","35.1378791196,-111.6746521","1","0","1","0","0","0","0","0"
"2011-01-02","TGML, TAGC Inserm UMR928","France","MARSEILLE, France","False","False","43.2336976788,5.44132232666","1","0","0","0","0","0","1","0"
"2011-01-02","The centre for applied genomics","Canada","ON, Canada","True","False","43.65744,-79.385834","6","1","1","0","0","0","4","0"
"2011-01-02","The CSIRO - AAHL ","Australia","VIC, Australia","False","False","-38.1260496675,144.338099957","1","1","0","0","0","0","0","0"
"2011-01-02","The GenePool (University of Edinburgh)","United Kingdom","City of Edinburgh, United Kingdom","False","False","55.923299,-3.172469","5","1","3","1","0","0","0","0"
"2011-01-02","The Genome Analysis Centre","United Kingdom","Norfolk, United Kingdom","None","None","52.621744,1.218946","7","2","2","1","0","0","2","0"
"2011-01-02","The Genome Center at Washington University","United States","St. Louis, MO, United States","None","True","38.6366512233,-90.2560329437","61","8","50","3","0","0","0","0"
"2011-01-02","The Genomics and Microarray Core, University of Colorado","United States","CO, United States","None","None","39.7459360924,-104.840426445","2","0","0","1","0","0","0","1"
"2011-01-02","The Huck Institutes of the Life Sciences","United States","PA, United States","None","None","40.7989317486,-77.8633260727","1","0","0","0","0","0","1","0"
"2011-01-02","The Institute for Research in Immunology and Cancer (IRIC) ","Canada","QC, Canada","None","None","45.5002410666,-73.6153507233","1","0","0","0","0","0","1","0"
"2011-01-02","The Jackson Laboratory","United States","ME, United States","None","None","44.3644830691,-68.1967735291","1","0","1","0","0","0","0","0"
"2011-01-02","The MRC National Institute for Medical Research","United Kingdom","London, United Kingdom","None","None","51.617830025,-0.219769477844","1","0","1","0","0","0","0","0"
"2011-01-02","The Ohio State University Comprehensive Cancer Center NASR-Illumina Core","United States","Columbus, Ohio, United States","True","False","39.9965365659,-83.0193686485","2","0","2","0","0","0","0","0"
"2011-01-02","The Sainsbury Laboratory","United Kingdom","Norfolk, United Kingdom","False","False","52.62229803,1.22276544571","1","0","1","0","0","0","0","0"
"2011-01-02","Tierärztlichen Institut der Georg-August-Universität Göttingen ","Germany","Lower Saxony, Germany","None","None","51.561478115,9.95861291885","1","0","0","0","0","0","1","0"
"2011-01-02","Tokyo University","Japan",", Japan","None","None","35.46067,139.746094","2","0","2","0","0","0","0","0"
"2011-01-02","Translational Genomics Research Institute (TGen)","United States","AZ, United States","None","None","33.452784,-112.06707","7","0","2","0","0","0","5","0"
"2011-01-02","Tri-ibiotech, inc.","Taiwan","Taipei County, Taiwan","True","True","25.067961557,121.62274003","1","0","0","0","0","0","0","1"
"2011-01-02","Trinity College Dublin, Dublin","Ireland","Dublin, Ireland","True","False","53.3416613201,-6.29422187805","1","0","1","0","0","0","0","0"
"2011-01-02","Tufts University Core Facility","United States","MA, United States","True","True","42.351472,-71.060214","1","0","1","0","0","0","0","0"
"2011-01-02","UC Davis","United States","CA, United States","True","True","38.507341,-121.764221","3","0","3","0","0","0","0","0"
"2011-01-02","UCD-Conway Institute","Ireland",", Ireland","None","None","53.307493,-6.227188","1","0","1","0","0","0","0","0"
"2011-01-02","UCI Genomics High Throughput Facility","United States","CA, United States","True","False","33.6430271461,-117.853045464","1","0","0","1","0","0","0","0"
"2011-01-02","UCL Genomics","United Kingdom","Greater London, United Kingdom","True","True","51.5245584458,-0.133222102595","4","1","2","0","0","0","1","0"
"2011-01-02","UConn Health Center Translational Genomics Core","United States","CT, United States","True","None","41.7313549101,-72.7988433838","2","0","1","1","0","0","0","0"
"2011-01-02","UCSC Genome Sequencing Center","United States","CA, United States","True","True","36.995972,-122.054672","3","1","1","0","0","0","1","0"
"2011-01-02","UCSF","United States","CA, United States","None","None","37.770036,-122.391772","1","0","1","0","0","0","0","0"
"2011-01-02","UK-Advanced Genetic Technologies Center ","United States","KY, United States","True","False","37.8921955472,-84.4189453125","1","1","0","0","0","0","0","0"
"2011-01-02","UMass Medical Center","United States","MA, United States","None","None","42.279324,-71.76525","2","0","1","0","0","0","1","0"
"2011-01-02","Unidad Universitaria de Secuenciación Masiva de DNA - UNAM","Mexico","MO, Mexico","True","True","18.9829915642,-99.2342421412","1","0","1","0","0","0","0","0"
"2011-01-02","Universiti Institut Teknologi Mara","Malaysia","Selangor, Malaysia","None","None","3.07860330831,101.498565674","1","0","1","0","0","0","0","0"
"2011-01-02","University Medical Center Groningen, Netherlands","Netherlands","Groningen, Netherlands","None","None","53.223186,6.574438","1","0","1","0","0","0","0","0"
"2011-01-02","University of Aarhus","Denmark","Midtjylland, Denmark","None","None","56.1674958938,10.2037968641","1","0","1","0","0","0","0","0"
"2011-01-02","University of Arizona Genetics Core","United States","AZ, United States","True","None","32.2374882171,-110.947151184","1","1","0","0","0","0","0","0"
"2011-01-02","University of Arkansas CCTR","United States","AR, United States","None","None","34.7505163915,-92.320625782","1","0","1","0","0","0","0","0"
"2011-01-02","University of Birmingham","United Kingdom","Birmingham, United Kingdom","True","False","52.4507395825,-1.93441987038","2","1","0","0","0","0","1","0"
"2011-01-02","University of Bristol","United Kingdom","City of Bristol, United Kingdom","None","None","51.4566810699,-2.60375976562","1","0","1","0","0","0","0","0"
"2011-01-02","University of California, Berkeley","United States","CA, United States","None","None","37.875666,-122.244186","5","0","2","3","0","0","0","0"
"2011-01-02","University of California, Riverside","United States","CA, United States","None","None","33.97141,-117.324715","1","0","1","0","0","0","0","0"
"2011-01-02","University of Colorado, School of Medicine","United States","CO, United States","True","None","39.7444512088,-104.840533733","2","1","1","0","0","0","0","0"
"2011-01-02","University of Connecticut, Storrs","United States","CT, United States","None","None","41.8062534493,-72.2532176971","1","1","0","0","0","0","0","0"
"2011-01-02","University of Exeter","United Kingdom","Devon, United Kingdom","None","None","50.735124,-3.534636","1","0","1","0","0","0","0","0"
"2011-01-02","University of Florida","United States","FL, United States","None","None","29.651361,-82.325363","2","1","0","0","0","0","1","0"
